location,account,date,day_night_label,sentiment_num
Oak Willow,Stamper2014,2020-04-07,day,1.0
Oak Willow,Stamper2014,2020-04-07,night,1.0
Oak Willow,Stamper2014,2020-04-08,day,1.0
Oak Willow,StevenDog12,2020-04-06,day,0.0
Oak Willow,StevenDog12,2020-04-07,day,-1.0
Oak Willow,StevenDog12,2020-04-08,day,0.0
Oak Willow,StevenDog12,2020-04-10,day,1.0
Oak Willow,SusanFleetFagerstrom,2020-04-06,day,0.0
Oak Willow,SusanFleetFagerstrom,2020-04-10,day,0.0
Oak Willow,T1969Raney,2020-04-06,day,-0.5
Oak Willow,T1969Raney,2020-04-07,day,0.0
Oak Willow,T1969Raney,2020-04-09,day,0.5
Oak Willow,Taisha_Reed89,2020-04-06,day,1.0
Oak Willow,Taisha_Reed89,2020-04-07,day,1.0
Oak Willow,Taisha_Reed89,2020-04-08,day,0.0
Oak Willow,Taisha_Reed89,2020-04-09,night,1.0
Oak Willow,Taisha_Reed89,2020-04-10,night,0.0
Oak Willow,TallBananaBowen,2020-04-06,day,0.5
Oak Willow,TallBananaBowen,2020-04-07,day,0.3333333333333333
Oak Willow,TallBananaBowen,2020-04-07,night,1.0
Oak Willow,TallBananaBowen,2020-04-08,night,0.0
Oak Willow,TallBananaBowen,2020-04-09,night,-1.0
Oak Willow,TallBananaBowen,2020-04-10,day,0.5
Oak Willow,TallCLight,2020-04-07,day,0.0
Oak Willow,TallDCar61,2020-04-06,day,1.0
Oak Willow,TallDCar61,2020-04-07,day,0.0
Oak Willow,TallDCar61,2020-04-08,day,0.0
Oak Willow,TallDCar61,2020-04-09,day,0.0
Oak Willow,TallJPlate,2020-04-06,day,-1.0
Oak Willow,TallJPlate,2020-04-07,day,1.0
Oak Willow,TallJPlate,2020-04-09,day,0.0
Oak Willow,TallLCandy,2020-04-06,day,-1.0
Oak Willow,TallLCandy,2020-04-06,night,-1.0
Oak Willow,TallLCandy,2020-04-07,night,0.0
Oak Willow,TallLCandy,2020-04-08,day,1.0
Oak Willow,TallMPlate2010,2020-04-06,day,1.0
Oak Willow,TallMPlate2010,2020-04-07,day,1.0
Oak Willow,TallMPlate2010,2020-04-08,day,1.0
Oak Willow,TallMPlate2010,2020-04-09,day,0.5
Oak Willow,TallMPlate2010,2020-04-10,night,0.0
Oak Willow,TallPPlate,2020-04-09,day,0.0
Oak Willow,TallPPlate,2020-04-10,day,0.0
Oak Willow,TallTrentBread,2020-04-08,day,0.0
Oak Willow,TallTrentBread,2020-04-09,day,0.5
Oak Willow,TallWayneIcecream,2020-04-06,day,0.0
Oak Willow,TallWayneIcecream,2020-04-07,night,0.0
Oak Willow,TallWayneIcecream,2020-04-09,day,0.25
Oak Willow,TallWayneIcecream,2020-04-10,day,-1.0
Oak Willow,TreloarWhale42,2020-04-06,night,1.0
Oak Willow,TreloarWhale42,2020-04-07,day,0.0
Oak Willow,TreloarWhale42,2020-04-09,day,0.5
Oak Willow,TyroneTallJackson,2020-04-06,day,0.0
Oak Willow,UteCuriousS,2020-04-06,day,0.5
Oak Willow,UteCuriousS,2020-04-07,day,1.0
Oak Willow,UteCuriousS,2020-04-08,day,0.0
Oak Willow,UteCuriousS,2020-04-09,day,0.0
Oak Willow,VeraFish2009,2020-04-06,day,0.5
Oak Willow,VeraFish2009,2020-04-07,day,1.0
Oak Willow,VeraFish2009,2020-04-09,day,0.0
Oak Willow,VincentObnoxiousC,2020-04-06,day,0.0
Oak Willow,VincentObnoxiousC,2020-04-06,night,1.0
Oak Willow,VincentObnoxiousC,2020-04-07,day,-1.0
Oak Willow,VincentObnoxiousC,2020-04-08,day,0.0
Oak Willow,VincentObnoxiousC,2020-04-08,night,0.5
Oak Willow,VincentObnoxiousC,2020-04-09,day,0.3333333333333333
Oak Willow,VincentObnoxiousC,2020-04-09,night,0.0
Oak Willow,VivianFamousD,2020-04-06,day,1.0
Oak Willow,VivianFamousD,2020-04-07,day,0.0
Oak Willow,VivianFamousD,2020-04-07,night,-1.0
Oak Willow,VivianFamousD,2020-04-09,day,1.0
Oak Willow,VivianFamousD,2020-04-09,night,1.0
Oak Willow,VivianFamousD,2020-04-10,day,0.0
Oak Willow,WatchAmbroseLearn,2020-04-07,day,0.0
Oak Willow,WatchesJudithBird,2020-04-06,day,1.0
Oak Willow,WatchesJudithBird,2020-04-07,day,1.0
Oak Willow,WatchesJudithBird,2020-04-07,night,0.0
Oak Willow,WatchesJudithBird,2020-04-09,night,0.5
Oak Willow,WatchesJudithBird,2020-04-10,night,0.0
Oak Willow,WatchesNewportMouse,2020-04-06,day,0.0
Oak Willow,WatchesNewportMouse,2020-04-06,night,0.0
Oak Willow,WatchesNewportMouse,2020-04-07,day,0.0
Oak Willow,WatchesNewportMouse,2020-04-08,night,0.0
Oak Willow,WatchesNewportMouse,2020-04-10,day,0.0
Oak Willow,WatchesSylvia_SteppOctopus,2020-04-07,day,0.6666666666666666
Oak Willow,WatchesSylvia_SteppOctopus,2020-04-10,day,-1.0
Oak Willow,WatchesWayneDog,2020-04-07,day,0.0
Oak Willow,WatchesWayneDog,2020-04-10,day,0.0
Oak Willow,WatchesWhaleyMouse,2020-04-06,day,1.0
Oak Willow,WatchesWhaleyMouse,2020-04-06,night,1.0
Oak Willow,WatchesWhaleyMouse,2020-04-07,night,-1.0
Oak Willow,WatchesWhaleyMouse,2020-04-08,day,0.3333333333333333
Oak Willow,Whitehead1993,2020-04-06,day,0.0
Oak Willow,Whitehead1993,2020-04-09,day,0.0
Oak Willow,Whitehead1993,2020-04-09,night,1.0
Oak Willow,Whitehead1993,2020-04-10,day,-1.0
Oak Willow,Whitehead1993,2020-04-10,night,1.0
Oak Willow,WileyBowlJoyce_Avino,2020-04-06,day,1.0
Oak Willow,WileyBowlJoyce_Avino,2020-04-06,night,0.0
Oak Willow,WileyBowlJoyce_Avino,2020-04-08,day,0.0
Oak Willow,WileyBowlJoyce_Avino,2020-04-09,day,-1.0
Oak Willow,WileyBreadElizabeth_Wendell,2020-04-06,day,-1.0
Oak Willow,WileyBreadElizabeth_Wendell,2020-04-07,day,1.0
Oak Willow,WileyBreadElizabeth_Wendell,2020-04-07,night,0.0
Oak Willow,WileyBreadElizabeth_Wendell,2020-04-09,day,0.0
Oak Willow,WileyBrendaBowl,2020-04-06,night,1.0
Oak Willow,WileyBrendaBowl,2020-04-07,day,0.0
Oak Willow,WileyBrendaBowl,2020-04-08,day,1.0
Oak Willow,WileyBrendaBowl,2020-04-10,night,-1.0
Oak Willow,WileyCarMilan,2020-04-06,day,-1.0
Oak Willow,WileyCarMilan,2020-04-09,night,-1.0
Oak Willow,WileyCarMilan,2020-04-10,night,1.0
Oak Willow,WileyCousinsCar1987,2020-04-06,day,1.0
Oak Willow,WileyCousinsCar1987,2020-04-08,day,0.0
Oak Willow,WileyCousinsCar1987,2020-04-09,day,0.0
Oak Willow,WileyLightScott,2020-04-06,night,1.0
Oak Willow,WileyLightScott,2020-04-08,day,1.0
Oak Willow,WileyLightScott,2020-04-10,night,0.0
Oak Willow,Zachariah6S,2020-04-06,day,-1.0
Oak Willow,Zachariah6S,2020-04-07,day,0.0
Oak Willow,Zane,2020-04-09,day,0.0
Oak Willow,Zeke,2020-04-09,day,-1.0
Oak Willow,kristen,2020-04-10,day,-0.125
Oak Willow,kristen,2020-04-10,night,0.5
Oak Willow,weepingwilow,2020-04-08,day,0.0
Old Town,AlexanderLion2012,2020-04-06,day,-0.5
Old Town,AlexanderLion2012,2020-04-07,day,-0.2
Old Town,AlexanderLion2012,2020-04-10,day,-1.0
Old Town,Amanda_HallDog38,2020-04-06,day,0.0
Old Town,Amanda_HallDog38,2020-04-07,day,0.5
Old Town,Amanda_HallDog38,2020-04-08,day,-0.3333333333333333
Old Town,Amanda_Mcgriff89,2020-04-06,day,-0.3333333333333333
Old Town,Amanda_Mcgriff89,2020-04-07,day,1.0
Old Town,Amanda_Mcgriff89,2020-04-08,day,-0.5
Old Town,Amanda_Mcgriff89,2020-04-09,day,-0.5
Old Town,Amanda_Mcgriff89,2020-04-09,night,0.3333333333333333
Old Town,Amanda_Mcgriff89,2020-04-10,day,1.0
Old Town,Anthony1996Foster,2020-04-06,day,1.0
Old Town,Anthony1996Foster,2020-04-07,day,0.5
Old Town,Anthony1996Foster,2020-04-08,day,0.0
Old Town,Anthony1996Foster,2020-04-09,day,1.0
Old Town,April1994,2020-04-08,day,0.6666666666666666
Old Town,April1994,2020-04-09,day,0.5
Old Town,April1994,2020-04-10,day,-1.0
Old Town,ArtistLalisaManoban,2020-04-10,day,0.0
Old Town,ArtistLalisaManoban,2020-04-10,night,0.3333333333333333
Old Town,AttentativeBHouse,2020-04-06,day,-0.3333333333333333
Old Town,AttentativeBHouse,2020-04-07,day,0.0
Old Town,AttentativeBHouse,2020-04-08,day,-0.6666666666666666
Old Town,AttentativeCandyYolanda_Ragland,2020-04-06,night,-1.0
Old Town,AttentativeCandyYolanda_Ragland,2020-04-07,day,1.0
Old Town,AttentativeCandyYolanda_Ragland,2020-04-07,night,-1.0
Old Town,AttentativeCandyYolanda_Ragland,2020-04-08,day,0.3333333333333333
Old Town,AttentativeCandyYolanda_Ragland,2020-04-08,night,1.0
Old Town,AttentativeCandyYolanda_Ragland,2020-04-09,day,-0.6666666666666666
Old Town,AttentativeCandyYolanda_Ragland,2020-04-10,day,1.0
Old Town,AttentativeCandyYolanda_Ragland,2020-04-10,night,0.0
Old Town,AttentativeDouglasIcecream,2020-04-06,day,0.5
Old Town,AttentativeDouglasIcecream,2020-04-08,day,-0.3333333333333333
Old Town,AttentativeDouglasIcecream,2020-04-09,day,0.0
Old Town,AttentativeDouglasIcecream,2020-04-10,night,1.0
Old Town,AttentativeHaltonIcecream,2020-04-06,day,-0.3333333333333333
Old Town,AttentativeHaltonIcecream,2020-04-07,day,-1.0
Old Town,AttentativeHaltonIcecream,2020-04-08,day,0.0
Old Town,AttentativeIcecreamDaniel_Looney,2020-04-06,day,1.0
Old Town,AttentativeIcecreamDaniel_Looney,2020-04-07,day,0.5
Old Town,AttentativeIcecreamDaniel_Looney,2020-04-08,day,0.0
Old Town,AttentativeIcecreamDaniel_Looney,2020-04-09,day,-0.3333333333333333
Old Town,AttentativeIcecreamDaniel_Looney,2020-04-09,night,0.0
Old Town,AttentativeJIcecream,2020-04-06,day,1.0
Old Town,AttentativeJIcecream,2020-04-08,day,0.0
Old Town,AttentativeJIcecream,2020-04-09,day,0.5
Old Town,AttentativeJIcecream,2020-04-10,day,-1.0
Old Town,AttentativePIcecream,2020-04-07,day,1.0
Old Town,AttentativePIcecream,2020-04-08,day,0.0
Old Town,AttentativePIcecream,2020-04-08,night,0.0
Old Town,AttentativePIcecream,2020-04-09,day,1.0
Old Town,AttentativePIcecream,2020-04-09,night,1.0
Old Town,AttentativePIcecream,2020-04-10,night,0.0
Old Town,AttentativePlateAlysia_Silva,2020-04-06,day,-1.0
Old Town,AttentativePlateAlysia_Silva,2020-04-07,day,-0.6666666666666666
Old Town,AttentativePlateAlysia_Silva,2020-04-08,day,0.0
Old Town,AttentativePlateAlysia_Silva,2020-04-09,day,0.0
Old Town,AttentativeRIcecream55,2020-04-06,day,1.0
Old Town,AttentativeRIcecream55,2020-04-08,day,0.3333333333333333
Old Town,AttentativeRIcecream55,2020-04-09,day,0.5
Old Town,AttentativeRIcecream55,2020-04-10,day,0.0
Old Town,AttentativeSmithBowl23,2020-04-06,day,0.0
Old Town,AttentativeSmithBowl23,2020-04-07,day,0.25
Old Town,AttentativeSmithBowl23,2020-04-08,day,0.0
Old Town,AttentativeSmithBowl23,2020-04-08,night,0.0
Old Town,AttentativeSmithBowl23,2020-04-09,day,-1.0
Old Town,AttentativeSmithBowl23,2020-04-09,night,-0.5
Old Town,AttentativeSmithBowl23,2020-04-10,day,-1.0
Old Town,AudetMouse35,2020-04-06,day,0.5
Old Town,AudetMouse35,2020-04-08,day,1.0
Old Town,AudetMouse35,2020-04-08,night,0.0
Old Town,AudetMouse35,2020-04-09,night,0.0
Old Town,AudetMouse35,2020-04-10,day,0.0
Old Town,Ayres1995,2020-04-06,day,0.5
Old Town,Ayres1995,2020-04-08,day,0.0
Old Town,Ayres1995,2020-04-09,day,0.0
Old Town,BCandidF,2020-04-06,day,-0.5
Old Town,BCandidF,2020-04-08,day,0.5
Old Town,BCandidF,2020-04-09,day,1.0
Old Town,BCandidF,2020-04-09,night,0.0
Old Town,BCandidF,2020-04-10,night,0.0
Old Town,BarrettoFish2019,2020-04-06,day,1.0
Old Town,BarrettoFish2019,2020-04-07,day,0.0
Old Town,BarrettoFish2019,2020-04-07,night,-1.0
Old Town,BarrettoFish2019,2020-04-08,night,0.0
Old Town,BarrettoFish2019,2020-04-09,day,0.0
Old Town,BarryB,2020-04-10,day,1.0
Old Town,BeagleMouse1965,2020-04-06,day,-0.2
Old Town,BeagleMouse1965,2020-04-07,night,1.0
Old Town,BeagleMouse1965,2020-04-08,day,-1.0
Old Town,BeagleMouse1965,2020-04-09,day,1.0
Old Town,BeagleMouse1965,2020-04-10,day,1.0
Old Town,BennettBear2017,2020-04-06,day,0.0
Old Town,BennettBear2017,2020-04-08,day,1.0
Old Town,BennettBear2017,2020-04-10,night,-1.0
Old Town,Betty41Perez,2020-04-06,night,1.0
Old Town,Betty41Perez,2020-04-07,day,0.0
Old Town,Betty41Perez,2020-04-08,day,0.0
Old Town,Betty41Perez,2020-04-09,day,0.0
Old Town,Betty41Perez,2020-04-09,night,-1.0
Old Town,Billy2by2,2020-04-09,night,1.0
Old Town,BlankCat2006,2020-04-06,day,0.0
Old Town,BlankCat2006,2020-04-06,night,0.0
Old Town,BlankCat2006,2020-04-07,day,0.5
Old Town,BlankCat2006,2020-04-07,night,0.0
Old Town,BlankCat2006,2020-04-08,day,-1.0
Old Town,BlankCat2006,2020-04-09,day,-0.5
Old Town,BlankCat2006,2020-04-09,night,1.0
Old Town,BlankCat2006,2020-04-10,night,1.0
Old Town,Bonanza4Evr,2020-04-10,day,0.0
Old Town,Bonanze4Evr,2020-04-10,day,0.0
Old Town,BowdenMouse1992,2020-04-06,day,0.0
Old Town,BowdenMouse1992,2020-04-08,day,0.0
Old Town,BowdenMouse1992,2020-04-09,day,0.0
Old Town,BowdenMouse1992,2020-04-10,day,0.0
Old Town,Bryan_Brown1993,2020-04-06,day,-0.3333333333333333
Old Town,Bryan_Brown1993,2020-04-06,night,0.0
Old Town,Bryan_Brown1993,2020-04-07,day,0.0
Old Town,Bryan_Brown1993,2020-04-08,day,0.0
Old Town,Bryan_Brown1993,2020-04-09,day,0.0
Old Town,BusyCarMelinda,2020-04-07,night,0.0
Old Town,BusyCarMelinda,2020-04-08,day,0.3333333333333333
Old Town,BusyCarMelinda,2020-04-10,night,-1.0
Old Town,BusyCouchClyde,2020-04-06,day,0.0
Old Town,BusyCouchClyde,2020-04-07,day,1.0
Old Town,BusyCouchClyde,2020-04-08,day,0.5
Old Town,BusyCouchClyde,2020-04-10,day,0.0
Old Town,BusyFBread,2020-04-06,day,1.0
Old Town,BusyFBread,2020-04-07,day,1.0
Old Town,BusyFBread,2020-04-08,day,0.0
Old Town,BusyFBread,2020-04-08,night,-1.0
Old Town,BusyMarshaBowl,2020-04-06,day,0.0
Old Town,BusyMarshaBowl,2020-04-07,night,1.0
Old Town,BusyMarshaBowl,2020-04-09,day,-1.0
Old Town,BusyMarshaBowl,2020-04-09,night,0.0
Old Town,BusyMarshaBowl,2020-04-10,night,0.0
Old Town,BusyNHouse,2020-04-06,day,0.0
Old Town,BusyNHouse,2020-04-06,night,-1.0
Old Town,BusyNHouse,2020-04-07,day,-1.0
Old Town,BusyNHouse,2020-04-07,night,1.0
Old Town,BusyNHouse,2020-04-08,day,-1.0
Old Town,BusyNHouse,2020-04-09,day,-0.3333333333333333
Old Town,BusyNHouse,2020-04-09,night,-1.0
Old Town,BusySalibaHouse63,2020-04-06,day,0.0
Old Town,BusySalibaHouse63,2020-04-06,night,1.0
Old Town,BusySalibaHouse63,2020-04-07,day,1.0
Old Town,BusySalibaHouse63,2020-04-08,day,0.0
Old Town,BusySalibaHouse63,2020-04-08,night,0.0
Old Town,BusySalibaHouse63,2020-04-09,day,0.0
Old Town,BusyWCouch,2020-04-07,day,0.5
Old Town,BusyWCouch,2020-04-08,day,0.3333333333333333
Old Town,BusyWCouch,2020-04-09,night,0.0
Old Town,BusyWCouch,2020-04-10,day,1.0
Old Town,C1980Irvin,2020-04-06,day,1.0
Old Town,C1980Irvin,2020-04-07,day,1.0
Old Town,C1980Irvin,2020-04-08,day,0.5
Old Town,C1980Irvin,2020-04-10,day,1.0
Old Town,C1980Irvin,2020-04-10,night,1.0
Old Town,CWileyDepeyster,2020-04-06,day,0.0
Old Town,CWileyDepeyster,2020-04-07,day,1.0
Old Town,CWileyDepeyster,2020-04-08,day,0.0
Old Town,CWileyDepeyster,2020-04-09,day,1.0
Old Town,CWileyDepeyster,2020-04-09,night,1.0
Old Town,CWileyDepeyster,2020-04-10,day,-1.0
Old Town,Camille2007,2020-04-06,day,1.0
Old Town,Camille2007,2020-04-09,night,0.0
Old Town,CanAdoreThedore23,2020-04-07,night,1.0
Old Town,CandidBreadRosie,2020-04-06,day,1.0
Old Town,CandidBreadRosie,2020-04-07,day,0.0
Old Town,CandidBreadRosie,2020-04-08,day,-1.0
Old Town,CandidBreadRosie,2020-04-09,day,0.5
Old Town,CandidBreadRosie,2020-04-09,night,1.0
Old Town,CandidBreadRosie,2020-04-10,day,0.0
Old Town,CandidCLight1990,2020-04-06,day,1.0
Old Town,CandidCLight1990,2020-04-07,day,0.0
Old Town,CandidCLight1990,2020-04-08,day,1.0
Old Town,CandidCLight1990,2020-04-09,day,0.0
Old Town,CandidCLight1990,2020-04-10,day,0.0
Old Town,CandidConcettaHouse,2020-04-06,day,1.0
Old Town,CandidConcettaHouse,2020-04-07,day,-1.0
Old Town,CandidConcettaHouse,2020-04-08,day,0.3333333333333333
Old Town,CandidConcettaHouse,2020-04-09,day,-0.5
Old Town,CandidConcettaHouse,2020-04-10,day,0.0
Old Town,CandidEscobarBowl2016,2020-04-06,day,1.0
Old Town,CandidEscobarBowl2016,2020-04-07,day,1.0
Old Town,CandidEscobarBowl2016,2020-04-08,day,0.0
Old Town,CandidEscobarBowl2016,2020-04-09,day,0.0
Old Town,CandidLBread2010,2020-04-06,day,0.0
Old Town,CandidLBread2010,2020-04-06,night,0.0
Old Town,CandidLBread2010,2020-04-08,day,0.0
Old Town,CandidLBread2010,2020-04-09,day,1.0
Old Town,CandidTLight,2020-04-06,day,1.0
Old Town,CandidTLight,2020-04-08,day,-0.3333333333333333
Old Town,CandidTLight,2020-04-09,day,0.0
Old Town,CandidTLight,2020-04-10,day,1.0
Old Town,CandidWeeksBread75,2020-04-06,day,0.0
Old Town,CandidWeeksBread75,2020-04-07,day,0.5
Old Town,CandidWeeksBread75,2020-04-08,day,-0.5
Old Town,Candidana,2020-04-08,day,0.5
Old Town,Candidana,2020-04-09,day,0.0
Old Town,CharlesBear79,2020-04-06,day,0.0
Old Town,CharlesBear79,2020-04-06,night,1.0
Old Town,CharlesBear79,2020-04-07,night,0.0
Old Town,CharlesBear79,2020-04-08,day,0.0
Old Town,Charles_SimmonsMouse1977,2020-04-06,day,0.5
Old Town,Charles_SimmonsMouse1977,2020-04-07,day,1.0
Old Town,Charles_SimmonsMouse1977,2020-04-08,day,1.0
Old Town,Charles_SimmonsMouse1977,2020-04-09,day,1.0
Old Town,Charles_SimmonsMouse1977,2020-04-09,night,0.0
Old Town,Charles_SimmonsMouse1977,2020-04-10,night,-1.0
Old Town,Claude_Bonita42,2020-04-06,day,0.0
Old Town,Claude_Bonita42,2020-04-07,day,1.0
Old Town,Claude_Bonita42,2020-04-08,night,1.0
Old Town,Claude_Bonita42,2020-04-09,day,0.5
Old Town,ClevelandObnoxiousCarter,2020-04-06,day,0.0
Old Town,ClevelandObnoxiousCarter,2020-04-07,day,0.5
Old Town,ClevelandObnoxiousCarter,2020-04-08,day,0.0
Old Town,ClevelandObnoxiousCarter,2020-04-08,night,-1.0
Old Town,ClevelandObnoxiousCarter,2020-04-09,day,0.5
Old Town,CleverAmyIcecream,2020-04-06,day,1.0
Old Town,CleverAmyIcecream,2020-04-07,day,0.5
Old Town,CleverAmyIcecream,2020-04-08,day,0.0
Old Town,CleverAmyIcecream,2020-04-08,night,1.0
Old Town,CleverAmyIcecream,2020-04-09,day,1.0
Old Town,CleverAmyIcecream,2020-04-10,night,0.0
Old Town,CleverLightSheri_Vig,2020-04-06,day,-1.0
Old Town,CleverLightSheri_Vig,2020-04-06,night,1.0
Old Town,CleverLightSheri_Vig,2020-04-07,day,0.0
Old Town,CleverLightSheri_Vig,2020-04-08,day,0.5
Old Town,CleverLightSheri_Vig,2020-04-09,night,0.5
Old Town,CleverPBanana,2020-04-06,day,0.0
Old Town,CleverPBanana,2020-04-07,day,0.0
Old Town,CleverPBanana,2020-04-08,day,0.5
Old Town,CleverPBanana,2020-04-09,day,0.5
Old Town,CleverPBanana,2020-04-09,night,1.0
Old Town,CleverPlateVincent,2020-04-06,day,0.0
Old Town,CleverPlateVincent,2020-04-07,day,0.0
Old Town,CleverPlateVincent,2020-04-08,day,-0.5
Old Town,CleverPlateVincent,2020-04-08,night,0.0
Old Town,CleverPlateVincent,2020-04-09,day,0.3333333333333333
Old Town,CleverPlateVincent,2020-04-09,night,0.0
Old Town,CleverPlateVincent,2020-04-10,day,0.0
Old Town,CleverWBanana1990,2020-04-06,day,0.0
Old Town,CleverWBanana1990,2020-04-07,night,-0.5
Old Town,CleverWBanana1990,2020-04-08,day,0.2
Old Town,CleverWBanana1990,2020-04-09,night,-1.0
Old Town,CookWhatWhen81,2020-04-07,day,0.0
Old Town,CookWhatWhen81,2020-04-07,night,0.5
Old Town,CuriousBLight31,2020-04-06,day,0.4
Old Town,CuriousBLight31,2020-04-07,day,1.0
Old Town,CuriousBLight31,2020-04-07,night,0.0
Old Town,CuriousBLight31,2020-04-08,day,0.0
Old Town,CuriousBLight31,2020-04-09,day,1.0
Old Town,CuriousBLight31,2020-04-09,night,0.0
Old Town,CuriousBreadLee_Garcia,2020-04-06,day,-0.5
Old Town,CuriousBreadLee_Garcia,2020-04-07,day,-1.0
Old Town,CuriousBreadLee_Garcia,2020-04-07,night,1.0
Old Town,CuriousBreadLee_Garcia,2020-04-08,day,0.3333333333333333
Old Town,CuriousBreadLee_Garcia,2020-04-09,day,-1.0
Old Town,CuriousCarRotondo,2020-04-06,day,0.14285714285714285
Old Town,CuriousCarRotondo,2020-04-07,day,-0.5
Old Town,CuriousCarRotondo,2020-04-08,day,0.0
Old Town,CuriousCarRotondo,2020-04-09,day,-0.5
Old Town,CuriousCarRotondo,2020-04-10,day,-1.0
Old Town,CuriousCouchCarolina,2020-04-06,day,0.6666666666666666
Old Town,CuriousCouchCarolina,2020-04-08,day,0.0
Old Town,CuriousCouchCarolina,2020-04-09,day,0.5
Old Town,CuriousCouchCarolina,2020-04-09,night,0.0
Old Town,CuriousCouchCordero,2020-04-06,night,0.0
Old Town,CuriousCouchCordero,2020-04-07,day,0.6666666666666666
Old Town,CuriousCouchCordero,2020-04-08,day,0.0
Old Town,CuriousCouchCordero,2020-04-09,day,0.5
Old Town,CuriousCrystalHouse,2020-04-07,day,0.0
Old Town,CuriousCrystalHouse,2020-04-08,day,-0.5
Old Town,CuriousCrystalHouse,2020-04-09,day,-0.5
Old Town,CuriousElizaPlate,2020-04-06,day,0.5
Old Town,CuriousElizaPlate,2020-04-07,day,1.0
Old Town,CuriousElizaPlate,2020-04-07,night,0.5
Old Town,CuriousElizaPlate,2020-04-08,night,0.0
Old Town,CuriousElizaPlate,2020-04-09,day,0.5
Old Town,CuriousPLight2006,2020-04-07,day,0.0
Old Town,CuriousPLight2006,2020-04-07,night,1.0
Old Town,CuriousPLight2006,2020-04-08,day,1.0
Old Town,CuriousPLight2006,2020-04-09,day,-0.5
Old Town,CuriousPlateAngela,2020-04-06,day,0.6666666666666666
Old Town,CuriousPlateAngela,2020-04-07,day,0.0
Old Town,CuriousPlateAngela,2020-04-08,day,0.0
Old Town,CuriousPlateAngela,2020-04-09,day,0.0
Old Town,CuriousPlateAngela,2020-04-10,day,-1.0
Old Town,CuriousPlateAngela,2020-04-10,night,0.0
Old Town,DarkBowlJohn,2020-04-06,day,0.0
Old Town,DarkBowlJohn,2020-04-07,night,-1.0
Old Town,DarkBowlJohn,2020-04-08,day,0.0
Old Town,DarkMontanoPlate,2020-04-06,day,0.0
Old Town,DarkMontanoPlate,2020-04-06,night,1.0
Old Town,DarkMontanoPlate,2020-04-07,night,-1.0
Old Town,DarkMontanoPlate,2020-04-08,day,0.6666666666666666
Old Town,DarkQCouch81,2020-04-06,day,1.0
Old Town,DarkQCouch81,2020-04-07,day,0.5
Old Town,DarkQCouch81,2020-04-08,day,0.0
Old Town,DarkQCouch81,2020-04-09,day,0.5
Old Town,DarkQCouch81,2020-04-10,day,0.0
Old Town,DarkQCouch81,2020-04-10,night,-1.0
Old Town,DarkSIcecream,2020-04-07,day,0.4
Old Town,DarkSIcecream,2020-04-08,night,-1.0
Old Town,DarkTBread82,2020-04-06,day,0.0
Old Town,DarkTBread82,2020-04-07,day,0.6666666666666666
Old Town,DarkTBread82,2020-04-07,night,0.0
Old Town,DarkTBread82,2020-04-08,day,-0.4
Old Town,DarkThomasBowl,2020-04-07,day,0.0
Old Town,DarkThomasBowl,2020-04-07,night,1.0
Old Town,DarkThomasBowl,2020-04-08,day,1.0
Old Town,DarkThomasBowl,2020-04-09,day,0.0
Old Town,DarkWilkeHouse,2020-04-06,day,0.2
Old Town,DarkWilkeHouse,2020-04-07,day,0.75
Old Town,DarkWilkeHouse,2020-04-08,day,-1.0
Old Town,DarkWilkeHouse,2020-04-09,day,1.0
Old Town,DarkWilkeHouse,2020-04-09,night,-1.0
Old Town,David1962Jackson,2020-04-07,day,0.0
Old Town,David1962Jackson,2020-04-08,day,0.0
Old Town,David1962Jackson,2020-04-09,day,0.5
Old Town,DavidFish1954,2020-04-06,day,0.0
Old Town,DavidFish1954,2020-04-08,day,-0.5
Old Town,DavidFish1954,2020-04-08,night,0.0
Old Town,DavidFish1954,2020-04-09,night,0.0
Old Town,DavidFish1954,2020-04-10,night,0.0
Old Town,David_Mcgrath1966,2020-04-06,day,1.0
Old Town,David_Mcgrath1966,2020-04-07,day,1.0
Old Town,David_Mcgrath1966,2020-04-07,night,1.0
Old Town,David_Mcgrath1966,2020-04-08,day,0.0
Old Town,David_Mcgrath1966,2020-04-10,day,1.0
Old Town,David_Mcgrath1966,2020-04-10,night,0.0
Old Town,Denise37Brown,2020-04-06,day,0.5
Old Town,Denise37Brown,2020-04-06,night,1.0
Old Town,Denise37Brown,2020-04-07,day,0.5
Old Town,Denise37Brown,2020-04-09,night,1.0
Old Town,Denise37Brown,2020-04-10,day,0.0
Old Town,DennisOctopus1978,2020-04-06,day,1.0
Old Town,DennisOctopus1978,2020-04-06,night,-1.0
Old Town,DennisOctopus1978,2020-04-07,day,1.0
Old Town,DennisOctopus1978,2020-04-08,night,0.0
Old Town,DennisOctopus1978,2020-04-09,day,1.0
Old Town,DennisOctopus1978,2020-04-10,day,0.0
Old Town,DoNoWant,2020-04-08,day,-1.0
Old Town,DoNotWant,2020-04-10,night,-0.5
Old Town,Dollie13,2020-04-06,day,1.0
Old Town,Dollie13,2020-04-07,day,0.3333333333333333
Old Town,Dollie13,2020-04-08,day,0.0
Old Town,Dollie13,2020-04-10,night,1.0
Old Town,Donna12Long,2020-04-06,day,1.0
Old Town,Donna12Long,2020-04-06,night,0.0
Old Town,Donna12Long,2020-04-07,day,0.0
Old Town,Donna12Long,2020-04-08,day,0.0
Old Town,Donna12Long,2020-04-09,day,-1.0
